cd_ibge,nm_municipio,nm_uf,cd_uf,bl_capital,regiao_uf,lat_municipio,long_municipio,lat_long_municipio,lat_central_uf,long_central_uf,lat_long_central_uf
3542305,Redencao Da Serra,São Paulo,SP,False,Sudeste,-23.2638,-45.5422,"-23.2638,-45.5422",-23.55,-46.64,"-23.55,-46.64"
3542404,Regente Feijo,São Paulo,SP,False,Sudeste,-22.2181,-51.3055,"-22.2181,-51.3055",-23.55,-46.64,"-23.55,-46.64"
3542503,Reginopolis,São Paulo,SP,False,Sudeste,-21.8914,-49.2268,"-21.8914,-49.2268",-23.55,-46.64,"-23.55,-46.64"
3542602,Registro,São Paulo,SP,False,Sudeste,-24.4979,-47.8449,"-24.4979,-47.8449",-23.55,-46.64,"-23.55,-46.64"
3542701,Restinga,São Paulo,SP,False,Sudeste,-20.6056,-47.4833,"-20.6056,-47.4833",-23.55,-46.64,"-23.55,-46.64"
3542800,Ribeira,São Paulo,SP,False,Sudeste,-24.6517,-49.0044,"-24.6517,-49.0044",-23.55,-46.64,"-23.55,-46.64"
3542909,Ribeirao Bonito,São Paulo,SP,False,Sudeste,-22.0685,-48.182,"-22.0685,-48.182",-23.55,-46.64,"-23.55,-46.64"
3543006,Ribeirao Branco,São Paulo,SP,False,Sudeste,-24.2206,-48.7635,"-24.2206,-48.7635",-23.55,-46.64,"-23.55,-46.64"
3543105,Ribeirao Corrente,São Paulo,SP,False,Sudeste,-20.4579,-47.5904,"-20.4579,-47.5904",-23.55,-46.64,"-23.55,-46.64"
3543204,Ribeirao Do Sul,São Paulo,SP,False,Sudeste,-22.789,-49.933,"-22.789,-49.933",-23.55,-46.64,"-23.55,-46.64"
3543238,Ribeirao Dos Indios,São Paulo,SP,False,Sudeste,-21.8382,-51.6103,"-21.8382,-51.6103",-23.55,-46.64,"-23.55,-46.64"
3543253,Ribeirao Grande,São Paulo,SP,False,Sudeste,-24.1011,-48.3679,"-24.1011,-48.3679",-23.55,-46.64,"-23.55,-46.64"
3543303,Ribeirao Pires,São Paulo,SP,False,Sudeste,-23.7067,-46.4058,"-23.7067,-46.4058",-23.55,-46.64,"-23.55,-46.64"
3543402,Ribeirao Preto,São Paulo,SP,False,Sudeste,-21.1699,-47.8099,"-21.1699,-47.8099",-23.55,-46.64,"-23.55,-46.64"
3543600,Rifaina,São Paulo,SP,False,Sudeste,-20.0803,-47.4291,"-20.0803,-47.4291",-23.55,-46.64,"-23.55,-46.64"
3543709,Rincao,São Paulo,SP,False,Sudeste,-21.5894,-48.0728,"-21.5894,-48.0728",-23.55,-46.64,"-23.55,-46.64"
3543808,Rinopolis,São Paulo,SP,False,Sudeste,-21.7284,-50.7239,"-21.7284,-50.7239",-23.55,-46.64,"-23.55,-46.64"
3543907,Rio Claro,São Paulo,SP,False,Sudeste,-22.3984,-47.5546,"-22.3984,-47.5546",-23.55,-46.64,"-23.55,-46.64"
3544004,Rio Das Pedras,São Paulo,SP,False,Sudeste,-22.8417,-47.6047,"-22.8417,-47.6047",-23.55,-46.64,"-23.55,-46.64"
3544103,Rio Grande Da Serra,São Paulo,SP,False,Sudeste,-23.7437,-46.3971,"-23.7437,-46.3971",-23.55,-46.64,"-23.55,-46.64"
3544202,Riolandia,São Paulo,SP,False,Sudeste,-19.9868,-49.6836,"-19.9868,-49.6836",-23.55,-46.64,"-23.55,-46.64"
3543501,Riversul,São Paulo,SP,False,Sudeste,-23.829,-49.429,"-23.829,-49.429",-23.55,-46.64,"-23.55,-46.64"
3544251,Rosana,São Paulo,SP,False,Sudeste,-22.5782,-53.0603,"-22.5782,-53.0603",-23.55,-46.64,"-23.55,-46.64"
3544301,Roseira,São Paulo,SP,False,Sudeste,-22.8938,-45.307,"-22.8938,-45.307",-23.55,-46.64,"-23.55,-46.64"
3544400,Rubiacea,São Paulo,SP,False,Sudeste,-21.3006,-50.7296,"-21.3006,-50.7296",-23.55,-46.64,"-23.55,-46.64"
3544509,Rubineia,São Paulo,SP,False,Sudeste,-20.1759,-51.007,"-20.1759,-51.007",-23.55,-46.64,"-23.55,-46.64"
3544608,Sabino,São Paulo,SP,False,Sudeste,-21.4593,-49.5755,"-21.4593,-49.5755",-23.55,-46.64,"-23.55,-46.64"
3544707,Sagres,São Paulo,SP,False,Sudeste,-21.8823,-50.9594,"-21.8823,-50.9594",-23.55,-46.64,"-23.55,-46.64"
3544806,Sales,São Paulo,SP,False,Sudeste,-21.3427,-49.4897,"-21.3427,-49.4897",-23.55,-46.64,"-23.55,-46.64"
3544905,Sales Oliveira,São Paulo,SP,False,Sudeste,-20.7696,-47.8369,"-20.7696,-47.8369",-23.55,-46.64,"-23.55,-46.64"
3545001,Salesopolis,São Paulo,SP,False,Sudeste,-23.5288,-45.8465,"-23.5288,-45.8465",-23.55,-46.64,"-23.55,-46.64"
3545100,Salmourao,São Paulo,SP,False,Sudeste,-21.6267,-50.8614,"-21.6267,-50.8614",-23.55,-46.64,"-23.55,-46.64"
3545159,Saltinho,São Paulo,SP,False,Sudeste,-22.8442,-47.6754,"-22.8442,-47.6754",-23.55,-46.64,"-23.55,-46.64"
3545209,Salto,São Paulo,SP,False,Sudeste,-23.1996,-47.2931,"-23.1996,-47.2931",-23.55,-46.64,"-23.55,-46.64"
3545308,Salto De Pirapora,São Paulo,SP,False,Sudeste,-23.6474,-47.5743,"-23.6474,-47.5743",-23.55,-46.64,"-23.55,-46.64"
3545407,Salto Grande,São Paulo,SP,False,Sudeste,-22.8894,-49.9831,"-22.8894,-49.9831",-23.55,-46.64,"-23.55,-46.64"
3545506,Sandovalina,São Paulo,SP,False,Sudeste,-22.4551,-51.7648,"-22.4551,-51.7648",-23.55,-46.64,"-23.55,-46.64"
3545605,Santa Adelia,São Paulo,SP,False,Sudeste,-21.2427,-48.8063,"-21.2427,-48.8063",-23.55,-46.64,"-23.55,-46.64"
3545704,Santa Albertina,São Paulo,SP,False,Sudeste,-20.0311,-50.7297,"-20.0311,-50.7297",-23.55,-46.64,"-23.55,-46.64"
3545803,Santa Barbara D Oeste,São Paulo,SP,False,Sudeste,-22.7553,-47.4143,"-22.7553,-47.4143",-23.55,-46.64,"-23.55,-46.64"
3546009,Santa Branca,São Paulo,SP,False,Sudeste,-23.3933,-45.8875,"-23.3933,-45.8875",-23.55,-46.64,"-23.55,-46.64"
3546108,Santa Clara D'Oeste,São Paulo,SP,False,Sudeste,-20.09,-50.9491,"-20.09,-50.9491",-23.55,-46.64,"-23.55,-46.64"
3546207,Santa Cruz Da Conceicao,São Paulo,SP,False,Sudeste,-22.1405,-47.4512,"-22.1405,-47.4512",-23.55,-46.64,"-23.55,-46.64"
3546256,Santa Cruz Da Esperanca,São Paulo,SP,False,Sudeste,-21.2951,-47.4304,"-21.2951,-47.4304",-23.55,-46.64,"-23.55,-46.64"
3546306,Santa Cruz Das Palmeiras,São Paulo,SP,False,Sudeste,-21.8235,-47.248,"-21.8235,-47.248",-23.55,-46.64,"-23.55,-46.64"
3546405,Santa Cruz Do Rio Pardo,São Paulo,SP,False,Sudeste,-22.8988,-49.6354,"-22.8988,-49.6354",-23.55,-46.64,"-23.55,-46.64"
3546504,Santa Ernestina,São Paulo,SP,False,Sudeste,-21.4618,-48.3953,"-21.4618,-48.3953",-23.55,-46.64,"-23.55,-46.64"
3546603,Santa Fe Do Sul,São Paulo,SP,False,Sudeste,-20.2083,-50.932,"-20.2083,-50.932",-23.55,-46.64,"-23.55,-46.64"
3546702,Santa Gertrudes,São Paulo,SP,False,Sudeste,-22.4572,-47.5272,"-22.4572,-47.5272",-23.55,-46.64,"-23.55,-46.64"
3546801,Santa Isabel,São Paulo,SP,False,Sudeste,-23.3172,-46.2237,"-23.3172,-46.2237",-23.55,-46.64,"-23.55,-46.64"
3546900,Santa Lucia,São Paulo,SP,False,Sudeste,-21.685,-48.0885,"-21.685,-48.0885",-23.55,-46.64,"-23.55,-46.64"
3547007,Santa Maria Da Serra,São Paulo,SP,False,Sudeste,-22.5661,-48.1593,"-22.5661,-48.1593",-23.55,-46.64,"-23.55,-46.64"
3547106,Santa Mercedes,São Paulo,SP,False,Sudeste,-21.3495,-51.7564,"-21.3495,-51.7564",-23.55,-46.64,"-23.55,-46.64"
3547403,Santa Rita D'Oeste,São Paulo,SP,False,Sudeste,-20.1414,-50.8358,"-20.1414,-50.8358",-23.55,-46.64,"-23.55,-46.64"
3547502,Santa Rita Do Passa Quatro,São Paulo,SP,False,Sudeste,-21.7083,-47.478,"-21.7083,-47.478",-23.55,-46.64,"-23.55,-46.64"
3547601,Santa Rosa De Viterbo,São Paulo,SP,False,Sudeste,-21.4776,-47.3622,"-21.4776,-47.3622",-23.55,-46.64,"-23.55,-46.64"
3547650,Santa Salete,São Paulo,SP,False,Sudeste,-20.2429,-50.6887,"-20.2429,-50.6887",-23.55,-46.64,"-23.55,-46.64"
3547205,Santana Da Ponte Pensa,São Paulo,SP,False,Sudeste,-20.2523,-50.8014,"-20.2523,-50.8014",-23.55,-46.64,"-23.55,-46.64"
3547304,Santana De Parnaiba,São Paulo,SP,False,Sudeste,-23.4439,-46.9178,"-23.4439,-46.9178",-23.55,-46.64,"-23.55,-46.64"
3547700,Santo Anastacio,São Paulo,SP,False,Sudeste,-21.9747,-51.6527,"-21.9747,-51.6527",-23.55,-46.64,"-23.55,-46.64"
3547809,Santo Andre,São Paulo,SP,False,Sudeste,-23.6737,-46.5432,"-23.6737,-46.5432",-23.55,-46.64,"-23.55,-46.64"
3547908,Santo Antonio Da Alegria,São Paulo,SP,False,Sudeste,-21.0864,-47.1464,"-21.0864,-47.1464",-23.55,-46.64,"-23.55,-46.64"
3548005,Santo Antonio De Posse,São Paulo,SP,False,Sudeste,-22.6029,-46.9192,"-22.6029,-46.9192",-23.55,-46.64,"-23.55,-46.64"
3548054,Santo Antonio Do Aracangua,São Paulo,SP,False,Sudeste,-20.9331,-50.498,"-20.9331,-50.498",-23.55,-46.64,"-23.55,-46.64"
3548104,Santo Antonio Do Jardim,São Paulo,SP,False,Sudeste,-22.1121,-46.6845,"-22.1121,-46.6845",-23.55,-46.64,"-23.55,-46.64"
3548203,Santo Antonio Do Pinhal,São Paulo,SP,False,Sudeste,-22.827,-45.663,"-22.827,-45.663",-23.55,-46.64,"-23.55,-46.64"
3548302,Santo Expedito,São Paulo,SP,False,Sudeste,-21.8467,-51.3929,"-21.8467,-51.3929",-23.55,-46.64,"-23.55,-46.64"
3548401,Santopolis Do Aguapei,São Paulo,SP,False,Sudeste,-21.6376,-50.5044,"-21.6376,-50.5044",-23.55,-46.64,"-23.55,-46.64"
3548500,Santos,São Paulo,SP,False,Sudeste,-23.9535,-46.335,"-23.9535,-46.335",-23.55,-46.64,"-23.55,-46.64"
3548609,Sao Bento Do Sapucai,São Paulo,SP,False,Sudeste,-22.6837,-45.7287,"-22.6837,-45.7287",-23.55,-46.64,"-23.55,-46.64"
3548708,Sao Bernardo Do Campo,São Paulo,SP,False,Sudeste,-23.6914,-46.5646,"-23.6914,-46.5646",-23.55,-46.64,"-23.55,-46.64"
3548807,Sao Caetano Do Sul,São Paulo,SP,False,Sudeste,-23.6229,-46.5548,"-23.6229,-46.5548",-23.55,-46.64,"-23.55,-46.64"
3548906,Sao Carlos,São Paulo,SP,False,Sudeste,-22.0174,-47.886,"-22.0174,-47.886",-23.55,-46.64,"-23.55,-46.64"
3549003,Sao Francisco,São Paulo,SP,False,Sudeste,-20.3623,-50.6952,"-20.3623,-50.6952",-23.55,-46.64,"-23.55,-46.64"
3549102,Sao Joao Da Boa Vista,São Paulo,SP,False,Sudeste,-21.9707,-46.7944,"-21.9707,-46.7944",-23.55,-46.64,"-23.55,-46.64"
3549201,Sao Joao Das Duas Pontes,São Paulo,SP,False,Sudeste,-20.3879,-50.3792,"-20.3879,-50.3792",-23.55,-46.64,"-23.55,-46.64"
3549250,Sao Joao De Iracema,São Paulo,SP,False,Sudeste,-20.5111,-50.3561,"-20.5111,-50.3561",-23.55,-46.64,"-23.55,-46.64"
3549300,Sao Joao Do Pau D'Alho,São Paulo,SP,False,Sudeste,-21.2662,-51.6672,"-21.2662,-51.6672",-23.55,-46.64,"-23.55,-46.64"
3549409,Sao Joaquim Da Barra,São Paulo,SP,False,Sudeste,-20.5812,-47.8593,"-20.5812,-47.8593",-23.55,-46.64,"-23.55,-46.64"
3549508,Sao Jose Da Bela Vista,São Paulo,SP,False,Sudeste,-20.5935,-47.6424,"-20.5935,-47.6424",-23.55,-46.64,"-23.55,-46.64"
3549607,Sao Jose Do Barreiro,São Paulo,SP,False,Sudeste,-22.6414,-44.5774,"-22.6414,-44.5774",-23.55,-46.64,"-23.55,-46.64"
3549706,Sao Jose Do Rio Pardo,São Paulo,SP,False,Sudeste,-21.5953,-46.8873,"-21.5953,-46.8873",-23.55,-46.64,"-23.55,-46.64"
3549805,Sao Jose Do Rio Preto,São Paulo,SP,False,Sudeste,-20.8113,-49.3758,"-20.8113,-49.3758",-23.55,-46.64,"-23.55,-46.64"
3549904,Sao Jose Dos Campos,São Paulo,SP,False,Sudeste,-23.1896,-45.8841,"-23.1896,-45.8841",-23.55,-46.64,"-23.55,-46.64"
3549953,Sao Lourenco Da Serra,São Paulo,SP,False,Sudeste,-23.8491,-46.9432,"-23.8491,-46.9432",-23.55,-46.64,"-23.55,-46.64"
3550001,Sao Luiz Do Paraitinga,São Paulo,SP,False,Sudeste,-23.222,-45.3109,"-23.222,-45.3109",-23.55,-46.64,"-23.55,-46.64"
3550100,Sao Manuel,São Paulo,SP,False,Sudeste,-22.7321,-48.5723,"-22.7321,-48.5723",-23.55,-46.64,"-23.55,-46.64"
3550209,Sao Miguel Arcanjo,São Paulo,SP,False,Sudeste,-23.8782,-47.9935,"-23.8782,-47.9935",-23.55,-46.64,"-23.55,-46.64"
3550308,Sao Paulo,São Paulo,SP,True,Sudeste,-23.5329,-46.6395,"-23.5329,-46.6395",-23.55,-46.64,"-23.55,-46.64"
3550407,Sao Pedro,São Paulo,SP,False,Sudeste,-22.5483,-47.9096,"-22.5483,-47.9096",-23.55,-46.64,"-23.55,-46.64"
3550506,Sao Pedro Do Turvo,São Paulo,SP,False,Sudeste,-22.7453,-49.7428,"-22.7453,-49.7428",-23.55,-46.64,"-23.55,-46.64"
3550605,Sao Roque,São Paulo,SP,False,Sudeste,-23.5226,-47.1357,"-23.5226,-47.1357",-23.55,-46.64,"-23.55,-46.64"
3550704,Sao Sebastiao,São Paulo,SP,False,Sudeste,-23.7951,-45.4143,"-23.7951,-45.4143",-23.55,-46.64,"-23.55,-46.64"
3550803,Sao Sebastiao Da Grama,São Paulo,SP,False,Sudeste,-21.7041,-46.8208,"-21.7041,-46.8208",-23.55,-46.64,"-23.55,-46.64"
3550902,Sao Simao,São Paulo,SP,False,Sudeste,-21.4732,-47.5518,"-21.4732,-47.5518",-23.55,-46.64,"-23.55,-46.64"
3551009,Sao Vicente,São Paulo,SP,False,Sudeste,-23.9574,-46.3883,"-23.9574,-46.3883",-23.55,-46.64,"-23.55,-46.64"
3551108,Sarapui,São Paulo,SP,False,Sudeste,-23.6397,-47.8249,"-23.6397,-47.8249",-23.55,-46.64,"-23.55,-46.64"
3551207,Sarutaia,São Paulo,SP,False,Sudeste,-23.2721,-49.4763,"-23.2721,-49.4763",-23.55,-46.64,"-23.55,-46.64"
3551306,Sebastianopolis Do Sul,São Paulo,SP,False,Sudeste,-20.6523,-49.925,"-20.6523,-49.925",-23.55,-46.64,"-23.55,-46.64"
3551405,Serra Azul,São Paulo,SP,False,Sudeste,-21.3074,-47.5602,"-21.3074,-47.5602",-23.55,-46.64,"-23.55,-46.64"
3551603,Serra Negra,São Paulo,SP,False,Sudeste,-22.6139,-46.7033,"-22.6139,-46.7033",-23.55,-46.64,"-23.55,-46.64"
3551504,Serrana,São Paulo,SP,False,Sudeste,-21.2043,-47.5952,"-21.2043,-47.5952",-23.55,-46.64,"-23.55,-46.64"
3551702,Sertaozinho,São Paulo,SP,False,Sudeste,-21.1316,-47.9875,"-21.1316,-47.9875",-23.55,-46.64,"-23.55,-46.64"
3551801,Sete Barras,São Paulo,SP,False,Sudeste,-24.382,-47.9279,"-24.382,-47.9279",-23.55,-46.64,"-23.55,-46.64"
3551900,Severinia,São Paulo,SP,False,Sudeste,-20.8108,-48.8054,"-20.8108,-48.8054",-23.55,-46.64,"-23.55,-46.64"
3552007,Silveiras,São Paulo,SP,False,Sudeste,-22.6638,-44.8522,"-22.6638,-44.8522",-23.55,-46.64,"-23.55,-46.64"
3552106,Socorro,São Paulo,SP,False,Sudeste,-22.5903,-46.5251,"-22.5903,-46.5251",-23.55,-46.64,"-23.55,-46.64"
3552205,Sorocaba,São Paulo,SP,False,Sudeste,-23.4969,-47.4451,"-23.4969,-47.4451",-23.55,-46.64,"-23.55,-46.64"
3552304,Sud Mennucci,São Paulo,SP,False,Sudeste,-20.6872,-50.9238,"-20.6872,-50.9238",-23.55,-46.64,"-23.55,-46.64"
3552403,Sumare,São Paulo,SP,False,Sudeste,-22.8204,-47.2728,"-22.8204,-47.2728",-23.55,-46.64,"-23.55,-46.64"
3552551,Suzanapolis,São Paulo,SP,False,Sudeste,-20.4981,-51.0268,"-20.4981,-51.0268",-23.55,-46.64,"-23.55,-46.64"
3552502,Suzano,São Paulo,SP,False,Sudeste,-23.5448,-46.3112,"-23.5448,-46.3112",-23.55,-46.64,"-23.55,-46.64"
3552601,Tabapua,São Paulo,SP,False,Sudeste,-20.9602,-49.0307,"-20.9602,-49.0307",-23.55,-46.64,"-23.55,-46.64"
3552700,Tabatinga,São Paulo,SP,False,Sudeste,-21.7239,-48.6896,"-21.7239,-48.6896",-23.55,-46.64,"-23.55,-46.64"
3552809,Taboao Da Serra,São Paulo,SP,False,Sudeste,-23.6019,-46.7526,"-23.6019,-46.7526",-23.55,-46.64,"-23.55,-46.64"
3552908,Taciba,São Paulo,SP,False,Sudeste,-22.3866,-51.2882,"-22.3866,-51.2882",-23.55,-46.64,"-23.55,-46.64"
3553005,Taguai,São Paulo,SP,False,Sudeste,-23.4452,-49.4024,"-23.4452,-49.4024",-23.55,-46.64,"-23.55,-46.64"
3553104,Taiacu,São Paulo,SP,False,Sudeste,-21.1431,-48.5112,"-21.1431,-48.5112",-23.55,-46.64,"-23.55,-46.64"
3553203,Taiuva,São Paulo,SP,False,Sudeste,-21.1223,-48.4528,"-21.1223,-48.4528",-23.55,-46.64,"-23.55,-46.64"
3553302,Tambau,São Paulo,SP,False,Sudeste,-21.7029,-47.2703,"-21.7029,-47.2703",-23.55,-46.64,"-23.55,-46.64"
3553401,Tanabi,São Paulo,SP,False,Sudeste,-20.6228,-49.6563,"-20.6228,-49.6563",-23.55,-46.64,"-23.55,-46.64"
3553500,Tapirai,São Paulo,SP,False,Sudeste,-23.9612,-47.5062,"-23.9612,-47.5062",-23.55,-46.64,"-23.55,-46.64"
3553609,Tapiratiba,São Paulo,SP,False,Sudeste,-21.4713,-46.7448,"-21.4713,-46.7448",-23.55,-46.64,"-23.55,-46.64"
3553658,Taquaral,São Paulo,SP,False,Sudeste,-21.0737,-48.4126,"-21.0737,-48.4126",-23.55,-46.64,"-23.55,-46.64"
3553708,Taquaritinga,São Paulo,SP,False,Sudeste,-21.4049,-48.5103,"-21.4049,-48.5103",-23.55,-46.64,"-23.55,-46.64"
3553807,Taquarituba,São Paulo,SP,False,Sudeste,-23.5307,-49.241,"-23.5307,-49.241",-23.55,-46.64,"-23.55,-46.64"
3553856,Taquarivai,São Paulo,SP,False,Sudeste,-23.9211,-48.6948,"-23.9211,-48.6948",-23.55,-46.64,"-23.55,-46.64"
3553906,Tarabai,São Paulo,SP,False,Sudeste,-22.3016,-51.5621,"-22.3016,-51.5621",-23.55,-46.64,"-23.55,-46.64"
3553955,Taruma,São Paulo,SP,False,Sudeste,-22.7429,-50.5786,"-22.7429,-50.5786",-23.55,-46.64,"-23.55,-46.64"
3554003,Tatui,São Paulo,SP,False,Sudeste,-23.3487,-47.8461,"-23.3487,-47.8461",-23.55,-46.64,"-23.55,-46.64"
3554102,Taubate,São Paulo,SP,False,Sudeste,-23.0104,-45.5593,"-23.0104,-45.5593",-23.55,-46.64,"-23.55,-46.64"
3554201,Tejupa,São Paulo,SP,False,Sudeste,-23.3425,-49.3722,"-23.3425,-49.3722",-23.55,-46.64,"-23.55,-46.64"
3554300,Teodoro Sampaio,São Paulo,SP,False,Sudeste,-22.5299,-52.1682,"-22.5299,-52.1682",-23.55,-46.64,"-23.55,-46.64"
3554409,Terra Roxa,São Paulo,SP,False,Sudeste,-20.787,-48.3314,"-20.787,-48.3314",-23.55,-46.64,"-23.55,-46.64"
3554508,Tiete,São Paulo,SP,False,Sudeste,-23.1101,-47.7164,"-23.1101,-47.7164",-23.55,-46.64,"-23.55,-46.64"
3554607,Timburi,São Paulo,SP,False,Sudeste,-23.2057,-49.6096,"-23.2057,-49.6096",-23.55,-46.64,"-23.55,-46.64"
3554656,Torre De Pedra,São Paulo,SP,False,Sudeste,-23.2462,-48.1955,"-23.2462,-48.1955",-23.55,-46.64,"-23.55,-46.64"
3554706,Torrinha,São Paulo,SP,False,Sudeste,-22.4237,-48.1731,"-22.4237,-48.1731",-23.55,-46.64,"-23.55,-46.64"
3554755,Trabiju,São Paulo,SP,False,Sudeste,-22.0388,-48.3342,"-22.0388,-48.3342",-23.55,-46.64,"-23.55,-46.64"
3554805,Tremembe,São Paulo,SP,False,Sudeste,-22.9571,-45.5475,"-22.9571,-45.5475",-23.55,-46.64,"-23.55,-46.64"
3554904,Tres Fronteiras,São Paulo,SP,False,Sudeste,-20.2344,-50.8905,"-20.2344,-50.8905",-23.55,-46.64,"-23.55,-46.64"
3554953,Tuiuti,São Paulo,SP,False,Sudeste,-22.8193,-46.6937,"-22.8193,-46.6937",-23.55,-46.64,"-23.55,-46.64"
3555000,Tupa,São Paulo,SP,False,Sudeste,-21.9335,-50.5191,"-21.9335,-50.5191",-23.55,-46.64,"-23.55,-46.64"
3555109,Tupi Paulista,São Paulo,SP,False,Sudeste,-21.3825,-51.575,"-21.3825,-51.575",-23.55,-46.64,"-23.55,-46.64"
3555208,Turiuba,São Paulo,SP,False,Sudeste,-20.9428,-50.1135,"-20.9428,-50.1135",-23.55,-46.64,"-23.55,-46.64"
3555307,Turmalina,São Paulo,SP,False,Sudeste,-20.0486,-50.4792,"-20.0486,-50.4792",-23.55,-46.64,"-23.55,-46.64"
3555356,Ubarana,São Paulo,SP,False,Sudeste,-21.165,-49.7198,"-21.165,-49.7198",-23.55,-46.64,"-23.55,-46.64"
3555406,Ubatuba,São Paulo,SP,False,Sudeste,-23.4332,-45.0834,"-23.4332,-45.0834",-23.55,-46.64,"-23.55,-46.64"
3555505,Ubirajara,São Paulo,SP,False,Sudeste,-22.5272,-49.6613,"-22.5272,-49.6613",-23.55,-46.64,"-23.55,-46.64"
3555604,Uchoa,São Paulo,SP,False,Sudeste,-20.9511,-49.1713,"-20.9511,-49.1713",-23.55,-46.64,"-23.55,-46.64"
3555703,Uniao Paulista,São Paulo,SP,False,Sudeste,-20.8862,-49.9025,"-20.8862,-49.9025",-23.55,-46.64,"-23.55,-46.64"
3555802,Urania,São Paulo,SP,False,Sudeste,-20.2455,-50.6455,"-20.2455,-50.6455",-23.55,-46.64,"-23.55,-46.64"
3555901,Uru,São Paulo,SP,False,Sudeste,-21.7866,-49.2848,"-21.7866,-49.2848",-23.55,-46.64,"-23.55,-46.64"
3556008,Urupes,São Paulo,SP,False,Sudeste,-21.2032,-49.2931,"-21.2032,-49.2931",-23.55,-46.64,"-23.55,-46.64"
3556107,Valentim Gentil,São Paulo,SP,False,Sudeste,-20.4217,-50.0889,"-20.4217,-50.0889",-23.55,-46.64,"-23.55,-46.64"
3556206,Valinhos,São Paulo,SP,False,Sudeste,-22.9698,-46.9974,"-22.9698,-46.9974",-23.55,-46.64,"-23.55,-46.64"
3556305,Valparaiso,São Paulo,SP,False,Sudeste,-21.2229,-50.8699,"-21.2229,-50.8699",-23.55,-46.64,"-23.55,-46.64"
3556354,Vargem,São Paulo,SP,False,Sudeste,-22.887,-46.4124,"-22.887,-46.4124",-23.55,-46.64,"-23.55,-46.64"
3556404,Vargem Grande Do Sul,São Paulo,SP,False,Sudeste,-21.8322,-46.8913,"-21.8322,-46.8913",-23.55,-46.64,"-23.55,-46.64"
3556453,Vargem Grande Paulista,São Paulo,SP,False,Sudeste,-23.5993,-47.022,"-23.5993,-47.022",-23.55,-46.64,"-23.55,-46.64"
3556503,Varzea Paulista,São Paulo,SP,False,Sudeste,-23.2136,-46.8234,"-23.2136,-46.8234",-23.55,-46.64,"-23.55,-46.64"
3556602,Vera Cruz,São Paulo,SP,False,Sudeste,-22.2183,-49.8207,"-22.2183,-49.8207",-23.55,-46.64,"-23.55,-46.64"
3556701,Vinhedo,São Paulo,SP,False,Sudeste,-23.0302,-46.9833,"-23.0302,-46.9833",-23.55,-46.64,"-23.55,-46.64"
3556800,Viradouro,São Paulo,SP,False,Sudeste,-20.8734,-48.293,"-20.8734,-48.293",-23.55,-46.64,"-23.55,-46.64"
3556909,Vista Alegre Do Alto,São Paulo,SP,False,Sudeste,-21.1692,-48.6284,"-21.1692,-48.6284",-23.55,-46.64,"-23.55,-46.64"
3556958,Vitoria Brasil,São Paulo,SP,False,Sudeste,-20.1956,-50.4875,"-20.1956,-50.4875",-23.55,-46.64,"-23.55,-46.64"
3557006,Votorantim,São Paulo,SP,False,Sudeste,-23.5446,-47.4388,"-23.5446,-47.4388",-23.55,-46.64,"-23.55,-46.64"
3557105,Votuporanga,São Paulo,SP,False,Sudeste,-20.4237,-49.9781,"-20.4237,-49.9781",-23.55,-46.64,"-23.55,-46.64"
3557154,Zacarias,São Paulo,SP,False,Sudeste,-21.0506,-50.0552,"-21.0506,-50.0552",-23.55,-46.64,"-23.55,-46.64"
